drug_claim_name	drug_name	concept_id	drug_claim_source
DB08885	AFLIBERCEPT	chembl:CHEMBL1742982	DrugBank
chembl:CHEMBL58343	AGMATINE	chembl:CHEMBL58343	ChemblDrugs
BERKELEYACETAL B	BERKELEYACETAL B	chembl:CHEMBL252921	DTC
PMID25553724-Compound-WO2011127048 33			TTD
DB04846	CELIPROLOL	chembl:CHEMBL27810	DrugBank
TYRPHOSTIN AG 1296			CIViC
252827439			GuideToPharmacology
DB05501	MAVORIXAFOR	chembl:CHEMBL518924	DrugBank
310264693	ACALABRUTINIB	chembl:CHEMBL3707348	GuideToPharmacology
chembl:CHEMBL264412	CHEMBL264412	chembl:CHEMBL264412	ChemblDrugs
DB04337			DrugBank
chembl:CHEMBL514201	TALMAPIMOD	chembl:CHEMBL514201	ChemblDrugs
Biaryl mannoside derivative 11			TTD
ISOETHARINE	ISOETHARINE	chembl:CHEMBL1201213	TdgClinicalTrial
chembl:CHEMBL1201388	FLUDROCORTISONE	chembl:CHEMBL1201388	ChemblDrugs
DB04272			DrugBank
B7673			TTD
178100504			GuideToPharmacology
chembl:CHEMBL1414990	CHEMBL1414990	chembl:CHEMBL1414990	ChemblDrugs
178101464	EMPAGLIFLOZIN	chembl:CHEMBL2107830	GuideToPharmacology
CXD-101	CXD-101	chembl:CHEMBL4297489	TTD
RESORCINOL	RESORCINOL	chembl:CHEMBL24147	DTC
chembl:CHEMBL426141	ADOCIASULFATE-2	chembl:CHEMBL426141	ChemblDrugs
Toremifene	TOREMIFENE	chembl:CHEMBL1655	TTD
chembl:CHEMBL371491	CHEMBL371491	chembl:CHEMBL371491	ChemblDrugs
CLOPIDOGREL	CLOPIDOGREL	chembl:CHEMBL1771	DTC
AMG-181	ABRILUMAB	chembl:CHEMBL3137351	TTD
Interferon beta 1a inhalation - Synairgen			TTD
Volasertib	VOLASERTIB	chembl:CHEMBL1233528	JAX-CKB
135651241			GuideToPharmacology
178101977			GuideToPharmacology
chembl:CHEMBL39317	L-694247	chembl:CHEMBL39317	ChemblDrugs
354702277			GuideToPharmacology
DB01134	DESOXYCORTICOSTERONE PIVALATE	chembl:CHEMBL1200592	DrugBank
178103103	AVAGACESTAT	chembl:CHEMBL1090771	GuideToPharmacology
GALIXIMAB	GALIXIMAB	chembl:CHEMBL2109191	TdgClinicalTrial
daclatasvir	DACLATASVIR	chembl:CHEMBL2023898	PharmGKB
chembl:CHEMBL373195	CHEMBL373195	chembl:CHEMBL373195	ChemblDrugs
249565900			GuideToPharmacology
PMID25416646-Compound-Figure5-E			TTD
TCMDC-125561	CHEMBL526763	chembl:CHEMBL526763	DTC
chembl:CHEMBL4297773	ITI-214	chembl:CHEMBL4297773	ChemblDrugs
chembl:CHEMBL311283	CORREOLIDE	chembl:CHEMBL311283	ChemblDrugs
CB1 antagonist, Bayer			TTD
DB03974	CHEMBL589752	chembl:CHEMBL589752	DrugBank
223366024			GuideToPharmacology
chembl:CHEMBL13817	IBUTAMOREN	chembl:CHEMBL13817	ChemblDrugs
19-28z T CELLS			TTD
CHEMBL1201509	GONADOTROPIN, CHORIONIC	chembl:CHEMBL1201509	ChemblInteractions
PMID28092474-Compound-33p			TTD
TRIFLUPROMAZINE	TRIFLUPROMAZINE	chembl:CHEMBL570	TdgClinicalTrial
FLUDROCORTISONE	FLUDROCORTISONE	chembl:CHEMBL1201388	TEND
US8481733, 95			TTD
363894205	TAK-733	chembl:CHEMBL1615025	GuideToPharmacology
chembl:CHEMBL184041	ERTIPROTAFIB	chembl:CHEMBL184041	ChemblDrugs
DB04600	CHEMBL108483	chembl:CHEMBL108483	DrugBank
chembl:CHEMBL1399124	SYROSINGOPINE	chembl:CHEMBL1399124	ChemblDrugs
chembl:CHEMBL355014	FLUORANTHENE	chembl:CHEMBL355014	ChemblDrugs
chembl:CHEMBL452866	CARBOFENOTION	chembl:CHEMBL452866	ChemblDrugs
DEXTROMETHORPHAN	DEXTROMETHORPHAN	chembl:CHEMBL52440	DTC
US10034861, Example 165			TTD
187051844	OLODATEROL	chembl:CHEMBL605846	GuideToPharmacology
chembl:CHEMBL2068839	RISLENEMDAZ	chembl:CHEMBL2068839	ChemblDrugs
Efungumab	EFUNGUMAB	chembl:CHEMBL1743009	TTD
Diarylamine and arylheteroarylamine pyrazole derivative 1			TTD
estrogens	ESTRONE SODIUM SULFATE	chembl:CHEMBL2106240	PharmGKB
Quinoline carboxamide derivative 7			TTD
CHEMBL3544917	RAPASTINEL	chembl:CHEMBL3544917	ChemblInteractions
Adhexil			TTD
PASIREOTIDE	PASIREOTIDE	chembl:CHEMBL3039583	TdgClinicalTrial
DB08118	CHEMBL490961	chembl:CHEMBL490961	DrugBank
252827384			GuideToPharmacology
chembl:CHEMBL1232448	CHEMBL1232448	chembl:CHEMBL1232448	ChemblDrugs
chembl:CHEMBL77098	3-HYDROXY-3',4'-DIMETHOXYFLAVONE	chembl:CHEMBL77098	ChemblDrugs
DB08450	CHEMBL537968	chembl:CHEMBL537968	DrugBank
BRL-52656	CHEMBL433508	chembl:CHEMBL433508	TTD
Bydureon Dual Chamber Pen			TTD
AUTO2			TTD
GNF-PF-3951	CHEMBL597649	chembl:CHEMBL597649	DTC
chembl:CHEMBL538104	CHEMBL538104	chembl:CHEMBL538104	ChemblDrugs
ZANOLIMUMAB	ZANOLIMUMAB	chembl:CHEMBL2108063	TdgClinicalTrial
DB09213	DEXIBUPROFEN	chembl:CHEMBL175	DrugBank
pamidronate	PAMIDRONIC ACID	chembl:CHEMBL834	PharmGKB
9BETA-D-ARABINOFURANOSYLGUANOSINE 5'-TRIPHOSPHATE	9BETA-D-ARABINOFURANOSYLGUANOSINE 5'-TRIPHOSPHATE	chembl:CHEMBL1201369	DTC
223366139			GuideToPharmacology
REGN910	NESVACUMAB	chembl:CHEMBL2108678	TdgClinicalTrial
chembl:CHEMBL1331754	CHEMBL1331754	chembl:CHEMBL1331754	ChemblDrugs
178102866			GuideToPharmacology
R-salbutamol sulphate			TTD
Lactam derivative 4			TTD
BP-100-1-01			TTD
chembl:CHEMBL484640	CHEMBL484640	chembl:CHEMBL484640	ChemblDrugs
Resorcinol compound 24			TTD
WT-1 ANALOGUE PEPTIDE VACCINE			TALC
chembl:CHEMBL2094456	CHEMBL2094456	chembl:CHEMBL2094456	ChemblDrugs
PHENINDIONE	PHENINDIONE	chembl:CHEMBL711	TdgClinicalTrial
chembl:CHEMBL365795	TIAPROFENIC ACID	chembl:CHEMBL365795	ChemblDrugs
chembl:CHEMBL48396	ACEDIASULFONE	chembl:CHEMBL48396	ChemblDrugs
SNS-314	SNS-314	chembl:CHEMBL482767	DTC
PROPIOMAZINE	PROPIOMAZINE	chembl:CHEMBL1201210	TEND
363894223			GuideToPharmacology
Carbamide derivative 11			TTD
chembl:CHEMBL544713	BENOXATHIAN HYDROCHLORIDE	chembl:CHEMBL544713	ChemblDrugs
Belladonna	BELLADONNA	chembl:CHEMBL2108906	TTD
AUTOLOGOUS LYMPHOCYTES			NCI
PD-325901			ClearityFoundationBiomarkers
chembl:CHEMBL400514	BERKELEYDIONE	chembl:CHEMBL400514	ChemblDrugs
CHEMBL2216870	IDELALISIB	chembl:CHEMBL2216870	ChemblInteractions
DB05992	PLINABULIN	chembl:CHEMBL1096380	DrugBank
ARBUTAMINE	ARBUTAMINE	chembl:CHEMBL1201251	TEND
chembl:CHEMBL118	CELECOXIB	chembl:CHEMBL118	ChemblDrugs
DB09031	MILTEFOSINE	chembl:CHEMBL125	DrugBank
Pixykine	MILODISTIM	chembl:CHEMBL2108438	TTD
MIFEPRISTONE	MIFEPRISTONE	chembl:CHEMBL1276308	TEND
chembl:CHEMBL75967	PENTACHLOROPHENOL	chembl:CHEMBL75967	ChemblDrugs
Seebri	SEEBRI	wikidata:Q47522119	TTD
DB09198	LOBEGLITAZONE	chembl:CHEMBL3585580	DrugBank
chembl:CHEMBL479650	HEXAHYDROCURCUMIN	chembl:CHEMBL479650	ChemblDrugs
chembl:CHEMBL324053	CHEMBL324053	chembl:CHEMBL324053	ChemblDrugs
135651902	UROTENSIN-II	chembl:CHEMBL593662	GuideToPharmacology
DB08237			DrugBank
CHEMBL3545199	RG-7741	chembl:CHEMBL3545199	ChemblInteractions
chembl:CHEMBL279676	TENOCYCLIDINE	chembl:CHEMBL279676	ChemblDrugs
PMID25482888-Compound-69			TTD
Cyclohexane carboxamide derivative 3			TTD
CHEMBL260933	GS 6201	chembl:CHEMBL260933	ChemblInteractions
PMID27215781-Compound-37			TTD
178102956			GuideToPharmacology
Dexibuprofen	DEXIBUPROFEN	chembl:CHEMBL175	TTD
178101399			GuideToPharmacology
GOLIMUMAB	GOLIMUMAB	chembl:CHEMBL1201833	TdgClinicalTrial
C188-9			TTD
Telmisartan	TELMISARTAN	chembl:CHEMBL1017	TTD
DB07909			DrugBank
381118854			GuideToPharmacology
1,2-diamino cyclopentane-based derivative 30			TTD
GEMCITABINE	GEMCITABINE	chembl:CHEMBL888	DTC
DB03600	DECANOIC ACID	chembl:CHEMBL107498	DrugBank
dacomitinib	DACOMITINIB	chembl:CHEMBL2105719	PharmGKB
135651464	CHEMBL335538	chembl:CHEMBL335538	GuideToPharmacology
chembl:CHEMBL451321	METAGLIDASEN	chembl:CHEMBL451321	ChemblDrugs
chembl:CHEMBL333964	CHEMBL333964	chembl:CHEMBL333964	ChemblDrugs
chembl:CHEMBL129683	CHEMBL129683	chembl:CHEMBL129683	ChemblDrugs
TRIMETREXATE	TRIMETREXATE	chembl:CHEMBL119	TdgClinicalTrial
TRX-818	FOSLINANIB	chembl:CHEMBL4297929	TTD
BENZIODARONE	BENZIODARONE	chembl:CHEMBL232201	DTC
chembl:CHEMBL214205	CHEMBL214205	chembl:CHEMBL214205	ChemblDrugs
MK-0752	MK-0752	chembl:CHEMBL4205422	ClearityFoundationClinicalTrial
BMS-687453	CHEMBL1089501	chembl:CHEMBL1089501	DTC
PMID25666693-Compound-136			TTD
BN-GU-005-DHP			TTD
wikidata:Q20801777	ANTI-THYMOCYTE GLOBULIN (RABBIT)	wikidata:Q20801777	Wikidata
chembl:CHEMBL226267	ARZOXIFENE	chembl:CHEMBL226267	ChemblDrugs
GUANADREL SULFATE			TEND
MK2206	MK-2206	chembl:CHEMBL1079175	MyCancerGenomeClinicalTrial
AN-2898			TTD
DS 2248			TALC
178100458			GuideToPharmacology
315661301			GuideToPharmacology
chembl:CHEMBL4297421	COH-29	chembl:CHEMBL4297421	ChemblDrugs
310264694	AMG-337	chembl:CHEMBL3545212	GuideToPharmacology
318164813			GuideToPharmacology
GOSSYPETIN	GOSSYPETIN	chembl:CHEMBL253570	DTC
178102366			GuideToPharmacology
Cobicistat	COBICISTAT	chembl:CHEMBL2095208	TTD
178100853			GuideToPharmacology
DB00073	RITUXIMAB	chembl:CHEMBL1201576	DrugBank
ZSTK474			ClearityFoundationBiomarkers
DB00940	METHANTHELINE	chembl:CHEMBL1201264	DrugBank
AZACITIDINE	AZACITIDINE	chembl:CHEMBL1489	TEND
CHEMBL3545321	NMS-1116354	chembl:CHEMBL3545321	ChemblInteractions
chembl:CHEMBL3889654	LAROTRECTINIB	chembl:CHEMBL3889654	ChemblDrugs
DB14600	EDETATE DISODIUM	chembl:CHEMBL1749	DrugBank
chembl:CHEMBL255067	CHEMBL255067	chembl:CHEMBL255067	ChemblDrugs
GDC-5573			TTD
178103021			GuideToPharmacology
chembl:CHEMBL486208	BORNEOL	chembl:CHEMBL486208	ChemblDrugs
DB03889			DrugBank
GS-5829	ALOBRESIB	chembl:CHEMBL3982690	TTD
GW-409544			TTD
Umeclidinium	UMECLIDINIUM	chembl:CHEMBL1187833	TTD
DB09285	MORNIFLUMATE	chembl:CHEMBL2105059	DrugBank
FENOFIBRATE	FENOFIBRATE	chembl:CHEMBL672	DTC
chembl:CHEMBL28198	LOFENTANIL	chembl:CHEMBL28198	ChemblDrugs
178102333			GuideToPharmacology
2,6-DIDEHYDROPEPEROMIN B	2,6-DIDEHYDROPEPEROMIN B	chembl:CHEMBL559876	DTC
Pyrazolopyridine derivative 5			TTD
chembl:CHEMBL1200617	RIMEXOLONE	chembl:CHEMBL1200617	ChemblDrugs
chembl:CHEMBL80649	CHEMBL80649	chembl:CHEMBL80649	ChemblDrugs
chembl:CHEMBL1184904	RETASPIMYCIN	chembl:CHEMBL1184904	ChemblDrugs
GNF-PF-3029	CHEMBL601554	chembl:CHEMBL601554	DTC
Porphobilinogen			TTD
SPI-2012	EFLAPEGRASTIM	chembl:CHEMBL3833384	TTD
chembl:CHEMBL1628234	DOXEPIN HYDROCHLORIDE	chembl:CHEMBL1628234	ChemblDrugs
LAPATINIB DITOSYLATE			MyCancerGenomeClinicalTrial
DB01854			DrugBank
178103925	VILANTEROL	chembl:CHEMBL1198857	GuideToPharmacology
223366150			GuideToPharmacology
chembl:CHEMBL4297376	E-7820	chembl:CHEMBL4297376	ChemblDrugs
135650668			GuideToPharmacology
Ruxolitinib	RUXOLITINIB	chembl:CHEMBL1789941	TTD
GSK2982772			TTD
329968405			GuideToPharmacology
GDC-0980	APITOLISIB	chembl:CHEMBL1922094	MyCancerGenome
chembl:CHEMBL506069	GERANIIN	chembl:CHEMBL506069	ChemblDrugs
DB06213	REGADENOSON	chembl:CHEMBL3989695	DrugBank
CAD-106			TTD
chembl:CHEMBL4086143	PF-06840003	chembl:CHEMBL4086143	ChemblDrugs
DB00526	OXALIPLATIN	chembl:CHEMBL414804	DrugBank
chembl:CHEMBL3545117	AVE-9940	chembl:CHEMBL3545117	ChemblDrugs
DB08065	CHEMBL495758	chembl:CHEMBL495758	DrugBank
Diaryl amine derivative 2			TTD
CHEMBL812	PYRIDOSTIGMINE BROMIDE	chembl:CHEMBL812	ChemblInteractions
FUCHSIN, BASIC	FUCHSIN, BASIC	chembl:CHEMBL220998	DTC
chembl:CHEMBL168514	PHENYLSULFAMIDE	chembl:CHEMBL168514	ChemblDrugs
GW832467X	GW832467X	chembl:CHEMBL188247	DTC
PD-143188			TTD
IDURSULFASE	IDURSULFASE	chembl:CHEMBL1201826	TdgClinicalTrial
385612199	DAROLUTAMIDE	chembl:CHEMBL4297185	GuideToPharmacology
178101168			GuideToPharmacology
DB07247			DrugBank
chembl:CHEMBL437765	RIFAMYCIN	chembl:CHEMBL437765	ChemblDrugs
chembl:CHEMBL148756	CHEMBL148756	chembl:CHEMBL148756	ChemblDrugs
chembl:CHEMBL208437	GW711782X	chembl:CHEMBL208437	ChemblDrugs
DB14724	EMAPALUMAB	chembl:CHEMBL3989977	DrugBank
Voglibose	VOGLIBOSE	chembl:CHEMBL476960	TTD
OI338GT			TTD
178103795	MEPERIDINE	chembl:CHEMBL607	GuideToPharmacology
DB04829	LYSERGIDE	chembl:CHEMBL263881	DrugBank
chembl:CHEMBL3186422	CHEMBL3186422	chembl:CHEMBL3186422	ChemblDrugs
HUMAX-CD20	OFATUMUMAB	chembl:CHEMBL1201836	TdgClinicalTrial
Quinoxaline derivative 2			TTD
chembl:CHEMBL4297899	AZD-0156	chembl:CHEMBL4297899	ChemblDrugs
TROVIRDINE HYDROCHLORIDE			TTD
Quinoxaline derivative 6			TTD
178103422	EZETIMIBE	chembl:CHEMBL1138	GuideToPharmacology
ETIDRONATE	ETIDRONIC ACID	chembl:CHEMBL871	NCI
178103043			GuideToPharmacology
chembl:CHEMBL493737	METHYLINOSITOL	chembl:CHEMBL493737	ChemblDrugs
chembl:CHEMBL260538	ULIPRISTAL ACETATE	chembl:CHEMBL260538	ChemblDrugs
NORDEFRIN HYDROCHLORIDE	NORDEFRIN HYDROCHLORIDE	chembl:CHEMBL1612659	DTC
chembl:CHEMBL184074	CHEMBL184074	chembl:CHEMBL184074	ChemblDrugs
BENZYLACETONE	BENZYLACETONE	chembl:CHEMBL1490851	DTC
135650022	BRIMONIDINE	chembl:CHEMBL844	GuideToPharmacology
chembl:CHEMBL573111	CHEMBL573111	chembl:CHEMBL573111	ChemblDrugs
135652298			GuideToPharmacology
DB08035	CHEMBL411930	chembl:CHEMBL411930	DrugBank
NPS-1034			JAX-CKB
chembl:CHEMBL26260	BETA-NAPHTHOFLAVONE	chembl:CHEMBL26260	ChemblDrugs
nivolumab	NIVOLUMAB	chembl:CHEMBL2108738	PharmGKB
chembl:CHEMBL600353	CHEMBL600353	chembl:CHEMBL600353	ChemblDrugs
NTHI vaccine			TTD
Go 6976			JAX-CKB
178101569			GuideToPharmacology
CHEMBL3544943	BMS-863233	chembl:CHEMBL3544943	ChemblInteractions
antagonist			CGI
chembl:CHEMBL1510164	CHEMBL1510164	chembl:CHEMBL1510164	ChemblDrugs
chembl:CHEMBL22778	CHEMBL22778	chembl:CHEMBL22778	ChemblDrugs
METHYL DEOXYCHOLATE	METHYL DEOXYCHOLATE	chembl:CHEMBL1078051	DTC
N-0923			TTD
TBC-M4			TTD
KHK-2866	KHK-2866	chembl:CHEMBL2109437	TTD
CHEMBL3545225	INCB-047986	chembl:CHEMBL3545225	ChemblInteractions
ADAPALENE	ADAPALENE	chembl:CHEMBL1265	DTC
chembl:CHEMBL48880	ASULACRINE	chembl:CHEMBL48880	ChemblDrugs
DNDI1417181	CHEMBL1537417	chembl:CHEMBL1537417	DTC
ADX-2 series			TTD
PMID27376512-Compound-Figure3CM			TTD
DCDS-4501A	POLATUZUMAB VEDOTIN	chembl:CHEMBL3301582	TTD
chembl:CHEMBL1213420	DROXICAM	chembl:CHEMBL1213420	ChemblDrugs
FRESOLIMUMAB	FRESOLIMUMAB	chembl:CHEMBL1743022	TALC
CAMBINOL	CAMBINOL	chembl:CHEMBL491960	TTD
178102807			GuideToPharmacology
chembl:CHEMBL418971	BISPHENOL A	chembl:CHEMBL418971	ChemblDrugs
E-1224			TTD
RO-0505124	CHEMBL1956070	chembl:CHEMBL1956070	DTC
Pyrazolopyrimidine derivative 4			TTD
PMID25666693-Compound-155			TTD
AZD7762	AZD-7762	chembl:CHEMBL2041933	TTD
Pyrrolo[2,3-d]pyrimidine derivative 35			TTD
178100361			GuideToPharmacology
chembl:CHEMBL125511	8R-HYDROXYLOBELANE	chembl:CHEMBL125511	ChemblDrugs
PMID25522065-Compound-4			TTD
chembl:CHEMBL1232583	INDEGLITAZAR	chembl:CHEMBL1232583	ChemblDrugs
TRAMETINIB	TRAMETINIB	chembl:CHEMBL2103875	ClearityFoundationClinicalTrial
Cyclohexyl carbamate derivative 1			TTD
BETA-CCM	BETA-CCM	chembl:CHEMBL453066	DTC
135649785			GuideToPharmacology
CHEMBL3545391	ORG-34517	chembl:CHEMBL3545391	ChemblInteractions
BOSUTINIB	BOSUTINIB	chembl:CHEMBL288441	MyCancerGenome
336446951	PF-06840003	chembl:CHEMBL4086143	GuideToPharmacology
chembl:CHEMBL792	URIC ACID	chembl:CHEMBL792	ChemblDrugs
PZ01 CAR-T cells			TTD
chembl:CHEMBL1514	LEVOMETHADYL ACETATE	chembl:CHEMBL1514	ChemblDrugs
DB08453	CHEMBL1235570	chembl:CHEMBL1235570	DrugBank
Udenafil	UDENAFIL	chembl:CHEMBL2103849	TTD
DB04594	CHEMBL556937	chembl:CHEMBL556937	DrugBank
chembl:CHEMBL3707325	LENZILUMAB	chembl:CHEMBL3707325	ChemblDrugs
chembl:CHEMBL1714	KETAMINE HYDROCHLORIDE	chembl:CHEMBL1714	ChemblDrugs
chembl:CHEMBL1201643	INSULIN ZINC SUSP PROMPT PURIFIED PORK	chembl:CHEMBL1201643	ChemblDrugs
374883836			GuideToPharmacology
TRALOKINUMAB	TRALOKINUMAB	chembl:CHEMBL1743081	TdgClinicalTrial
TENIPOSIDE	TENIPOSIDE	chembl:CHEMBL452231	TEND
SB-220455	CHEMBL95207	chembl:CHEMBL95207	DTC
chembl:CHEMBL449129	CHEMBL449129	chembl:CHEMBL449129	ChemblDrugs
VX-702	VX-702	chembl:CHEMBL1090090	DTC
TCMDC-123811	CHEMBL587433	chembl:CHEMBL587433	DTC
DB09421	PROTIRELIN	chembl:CHEMBL1472	DrugBank
TLN-4601	DIAZEPINOMICIN	chembl:CHEMBL550961	TTD
BXT-51072	ALT-2074	chembl:CHEMBL4297259	TTD
Quinoline derivative 12			TTD
AGEN1884	ZALIFRELIMAB	chembl:CHEMBL4297876	TTD
chembl:CHEMBL1743260	KARENITECIN	chembl:CHEMBL1743260	ChemblDrugs
chembl:CHEMBL363506	CORALYNE	chembl:CHEMBL363506	ChemblDrugs
chembl:CHEMBL1231160	PEVONEDISTAT	chembl:CHEMBL1231160	ChemblDrugs
ALECTINIB	ALECTINIB	chembl:CHEMBL1738797	CIViC
chembl:CHEMBL1201833	GOLIMUMAB	chembl:CHEMBL1201833	ChemblDrugs
PENTOLINIUM	PENTOLINIUM	chembl:CHEMBL1271	TdgClinicalTrial
FR-146687			TTD
328083459			GuideToPharmacology
CHEMBL2109582	81C6 131I	chembl:CHEMBL2109582	ChemblInteractions
chembl:CHEMBL142130	CYPROTERONE	chembl:CHEMBL142130	ChemblDrugs
135650213			GuideToPharmacology
PMID26924192-Compound-32			TTD
chembl:CHEMBL140130	CHEMBL140130	chembl:CHEMBL140130	ChemblDrugs
chembl:CHEMBL2107801	RESEQUINIL	chembl:CHEMBL2107801	ChemblDrugs
PMID25666693-Compound-14			TTD
BETANAPHTHOL	BETANAPHTHOL	chembl:CHEMBL14126	DTC
chembl:CHEMBL1231240	CHEMBL1231240	chembl:CHEMBL1231240	ChemblDrugs
178101987			GuideToPharmacology
chembl:CHEMBL77675	CHEMBL77675	chembl:CHEMBL77675	ChemblDrugs
TRASTUZUMAB	TRASTUZUMAB	chembl:CHEMBL1201585	NCI
GNF-PF-1008	CHEMBL602424	chembl:CHEMBL602424	DTC
N-(3-PHENYLPROPYL)BENZAMIDE	CHEMBL1404865	chembl:CHEMBL1404865	DTC
XANTHOHUMOL	XANTHOHUMOL	chembl:CHEMBL253896	DTC
chembl:CHEMBL325023	CHEMBL325023	chembl:CHEMBL325023	ChemblDrugs
Clobazam	CLOBAZAM	chembl:CHEMBL70418	FDA
MLN0264	INDUSATUMAB VEDOTIN	chembl:CHEMBL4298045	TTD
178102419			GuideToPharmacology
CD19CAT-41BBZ CAR T-cells			TTD
chembl:CHEMBL278570	SULUKAST	chembl:CHEMBL278570	ChemblDrugs
CHEMBL3545432	IXAZOMIB CITRATE	chembl:CHEMBL3545432	ChemblInteractions
178100391			GuideToPharmacology
chembl:CHEMBL2108309	CUSTIRSEN	chembl:CHEMBL2108309	ChemblDrugs
chembl:CHEMBL3410450	PRESATOVIR	chembl:CHEMBL3410450	ChemblDrugs
chembl:CHEMBL275516	CANTHARIDIC_ACID	chembl:CHEMBL275516	ChemblDrugs
CHEMBL1090771	AVAGACESTAT	chembl:CHEMBL1090771	ChemblInteractions
PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE	chembl:CHEMBL1200339	DTC
amlodipine / atorvastatin / perindopril arginine			PharmGKB
DB14544	WESTCORT	wikidata:Q47522314	DrugBank
U3-1565			TTD
SULODEXIDE	SULODEXIDE	chembl:CHEMBL2108086	TdgClinicalTrial
chembl:CHEMBL58699	CHEMBL58699	chembl:CHEMBL58699	ChemblDrugs
DB03907			DrugBank
chembl:CHEMBL2062266	DIHYDROCODEINE BITARTRATE	chembl:CHEMBL2062266	ChemblDrugs
SCH-53020	CHEMBL66279	chembl:CHEMBL66279	DTC
DB02004	CHEMBL34062	chembl:CHEMBL34062	DrugBank
lifitegrast	LIFITEGRAST	chembl:CHEMBL2048028	TTD
DB00110	PALIVIZUMAB	chembl:CHEMBL1201586	DrugBank
178102107			GuideToPharmacology
N-{4			TTD
Anastrozole	ANASTROZOLE	chembl:CHEMBL1399	CGI
135649655			GuideToPharmacology
WORTMANNIN	WORTMANNIN	chembl:CHEMBL428496	NCI
178103387	TOSITUMOMAB	chembl:CHEMBL1201604	GuideToPharmacology
DB05714			DrugBank
AMIBEGRON	AMIBEGRON	chembl:CHEMBL1193948	TdgClinicalTrial
PIRITREXIM ISETHIONATE	PIRITREXIM ISETHIONATE	chembl:CHEMBL1712863	DTC
DB04931	AFAMELANOTIDE	chembl:CHEMBL441738	DrugBank
chembl:CHEMBL4297734	CRIZANLIZUMAB	chembl:CHEMBL4297734	ChemblDrugs
N-(2-phenylcyclopropyl) amino acid derivative 1			TTD
Anamorelin	ANAMORELIN	chembl:CHEMBL2110579	TTD
chembl:CHEMBL267345	AMPHOTERICIN B	chembl:CHEMBL267345	ChemblDrugs
chembl:CHEMBL2425137	CYANIN	chembl:CHEMBL2425137	ChemblDrugs
chembl:CHEMBL566	URACIL	chembl:CHEMBL566	ChemblDrugs
ERLOTINIB	ERLOTINIB	chembl:CHEMBL553	ClearityFoundationClinicalTrial
GDC-0032	TASELISIB	chembl:CHEMBL2387080	MyCancerGenome
135652550			GuideToPharmacology
381118823			GuideToPharmacology
135651026			GuideToPharmacology
chembl:CHEMBL1420457	CHEMBL1420457	chembl:CHEMBL1420457	ChemblDrugs
NITROFURANTOIN	NITROFURANTOIN	chembl:CHEMBL572	DTC
PMID30107136-Compound-Example1			TTD
TETRABUTYLAMMONIUM BROMIDE	TETRABUTYLAMMONIUM BROMIDE	chembl:CHEMBL60696	DTC
CHEMBL701	BACLOFEN	chembl:CHEMBL701	ChemblInteractions
Diphenyl purine derivative 3			TTD
TRAVOPROST	TRAVOPROST	chembl:CHEMBL1200799	TEND
ASN003			JAX-CKB
CITICOLINE SODIUM	CITICOLINE SODIUM	chembl:CHEMBL1256994	DTC
OXYMORPHONE	OXYMORPHONE	chembl:CHEMBL963	DTC
chembl:CHEMBL1222017	TRIACETYLCHITOTRIOSE	chembl:CHEMBL1222017	ChemblDrugs
TRIMIPRAMINE	TRIMIPRAMINE	chembl:CHEMBL644	TEND
chembl:CHEMBL3976807	PCO-371	chembl:CHEMBL3976807	ChemblDrugs
chembl:CHEMBL917	FLOXURIDINE	chembl:CHEMBL917	ChemblDrugs
CHEMBL3039518	BATEFENTEROL	chembl:CHEMBL3039518	ChemblInteractions
US9359293, TA			TTD
GM-CSF/IL-3 FUSION PROTEIN			NCI
Oseltamivir	OSELTAMIVIR	chembl:CHEMBL1229	TTD
DB06901			DrugBank
PIMETHIXENE MALEATE	PIMETHIXENE MALEATE	chembl:CHEMBL1523827	DTC
chembl:CHEMBL517040	DESACETOXYMATRICARIN	chembl:CHEMBL517040	ChemblDrugs
chembl:CHEMBL1231913	CHEMBL1231913	chembl:CHEMBL1231913	ChemblDrugs
Carboxamide derivative 5			TTD
larotrectinib sulfate			PharmGKB
SJ000040829	CHEMBL589711	chembl:CHEMBL589711	DTC
404859001	BAMOCAFTOR	chembl:CHEMBL4297849	GuideToPharmacology
chembl:CHEMBL2333941	LY-2811376	chembl:CHEMBL2333941	ChemblDrugs
TASOSARTAN	TASOSARTAN	chembl:CHEMBL432162	TEND
chembl:CHEMBL130835	PIPERTRAMINE AMIDE	chembl:CHEMBL130835	ChemblDrugs
ACETALDEHYDE	ACETALDEHYDE	chembl:CHEMBL170365	DTC
chembl:CHEMBL609	TRIENTINE	chembl:CHEMBL609	ChemblDrugs
chembl:CHEMBL1201461	DEXTROMETHORPHAN POLISTIREX	chembl:CHEMBL1201461	ChemblDrugs
Piperidinyl triazole derivative 1			TTD
TRIFLUOPERAZINE HYDROCHLORIDE	TRIFLUOPERAZINE HYDROCHLORIDE	chembl:CHEMBL1710	DTC
chembl:CHEMBL50626	ORTHOVANADATE	chembl:CHEMBL50626	ChemblDrugs
249565611			GuideToPharmacology
Quinoline and quinazoline derivative 9			TTD
Rituximab	RITUXIMAB	chembl:CHEMBL1201576	TTD
PMID26004420-Compound-WO2015017305F			TTD
CHLORPROPAMIDE	CHLORPROPAMIDE	chembl:CHEMBL498	TEND
