entrez_gene_symbol	gene_long_name	category_sources	category
CCR5	C-C MOTIF CHEMOKINE RECEPTOR 5 (GENE/PSEUDOGENE)	HopkinsGroom,dGene,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
RHOXF2B	RHOX HOMEOBOX FAMILY MEMBER 2B	Pharos	TRANSCRIPTION FACTOR
IGKV1-5	IMMUNOGLOBULIN KAPPA VARIABLE 1-5	HingoraniCasas	DRUGGABLE GENOME
OR4D1	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY D MEMBER 1	GO,Pharos,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
OR4D1	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY D MEMBER 1	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
NUTM2B	NUT FAMILY MEMBER 2B	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
PPIP5K1	DIPHOSPHOINOSITOL PENTAKISPHOSPHATE KINASE 1	Pharos	ENZYME
PPIP5K1	DIPHOSPHOINOSITOL PENTAKISPHOSPHATE KINASE 1	Pharos	KINASE
SPAG9	SPERM ASSOCIATED ANTIGEN 9	Pharos	KINASE
FOXD4	FORKHEAD BOX D4	Pharos	TRANSCRIPTION FACTOR
SORBS3	SORBIN AND SH3 DOMAIN CONTAINING 3	GO	TRANSCRIPTION FACTOR BINDING
TRBV6-2	T CELL RECEPTOR BETA VARIABLE 6-2 (GENE/PSEUDOGENE)	Pharos	KINASE
TRBV6-2	T CELL RECEPTOR BETA VARIABLE 6-2 (GENE/PSEUDOGENE)	Pharos	TRANSCRIPTION FACTOR
CAV1	CAVEOLIN 1	HumanProteinAtlas	TRANSPORTER
CAV1	CAVEOLIN 1	Pharos	KINASE
ZMYM3	ZINC FINGER MYM-TYPE CONTAINING 3	FoundationOneGenes	CLINICALLY ACTIONABLE
ICK	INTESTINAL CELL KINASE	HumanProteinAtlas,GuideToPharmacology,Pharos	ENZYME
ICK	INTESTINAL CELL KINASE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
ICK	INTESTINAL CELL KINASE	dGene,GO	SERINE THREONINE KINASE
ICK	INTESTINAL CELL KINASE	dGene,IDG,HopkinsGroom,Pharos	KINASE
ICK	INTESTINAL CELL KINASE	FoundationOneGenes	CLINICALLY ACTIONABLE
SERTAD1	SERTA DOMAIN CONTAINING 1	Pharos	TRANSCRIPTION FACTOR
NYX	NYCTALOPIN	HingoraniCasas	DRUGGABLE GENOME
SOX30	SRY-BOX 30	Pharos	TRANSCRIPTION FACTOR
IK	IK CYTOKINE, DOWN-REGULATOR OF HLA II	HingoraniCasas	DRUGGABLE GENOME
SPPL3	SIGNAL PEPTIDE PEPTIDASE LIKE 3	dGene	PROTEASE
SPPL3	SIGNAL PEPTIDE PEPTIDASE LIKE 3	Pharos	ENZYME
CCDC59	COILED-COIL DOMAIN CONTAINING 59	Pharos	TRANSCRIPTION FACTOR
PI16	PEPTIDASE INHIBITOR 16	HingoraniCasas	DRUGGABLE GENOME
PI16	PEPTIDASE INHIBITOR 16	dGene,GO	PROTEASE INHIBITOR
KCNC2	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 2	BaderLabGenes,Pharos,HopkinsGroom,GuideToPharmacology	ION CHANNEL
KCNC2	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 2	Pharos	KINASE
KCNC2	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 2	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
PTPRT	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE T	RussLampel,HopkinsGroom	DRUGGABLE GENOME
PTPRT	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE T	dGene,HopkinsGroom	PROTEIN PHOSPHATASE
PTPRT	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE T	MskImpact	CLINICALLY ACTIONABLE
PTPRT	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE T	GO	CELL SURFACE
CGB2	CHORIONIC GONADOTROPIN BETA SUBUNIT 2	HingoraniCasas	DRUGGABLE GENOME
CGB2	CHORIONIC GONADOTROPIN BETA SUBUNIT 2	GO	HORMONE ACTIVITY
MSRB1	METHIONINE SULFOXIDE REDUCTASE B1	Pharos	ENZYME
TCF7L1	TRANSCRIPTION FACTOR 7 LIKE 1	GO	TRANSCRIPTION FACTOR COMPLEX
TCF7L1	TRANSCRIPTION FACTOR 7 LIKE 1	Pharos	TRANSCRIPTION FACTOR
CRLS1	CARDIOLIPIN SYNTHASE 1	Pharos	ENZYME
ZNF703	ZINC FINGER PROTEIN 703	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
ZNF703	ZINC FINGER PROTEIN 703	GO	TUMOR SUPPRESSOR
NMI	N-MYC AND STAT INTERACTOR	Pharos	TRANSCRIPTION FACTOR
GSK3A	GLYCOGEN SYNTHASE KINASE 3 ALPHA	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
GSK3A	GLYCOGEN SYNTHASE KINASE 3 ALPHA	dGene,HopkinsGroom,Pharos	KINASE
GSK3A	GLYCOGEN SYNTHASE KINASE 3 ALPHA	dGene,GO	SERINE THREONINE KINASE
GSK3A	GLYCOGEN SYNTHASE KINASE 3 ALPHA	GuideToPharmacology	ENZYME
GSK3A	GLYCOGEN SYNTHASE KINASE 3 ALPHA	Pharos	TRANSCRIPTION FACTOR
SLC35E2B	SOLUTE CARRIER FAMILY 35 MEMBER E2B	GuideToPharmacology,Pharos	TRANSPORTER
MBNL1	MUSCLEBLIND LIKE SPLICING REGULATOR 1	HingoraniCasas	DRUGGABLE GENOME
ALDH6A1	ALDEHYDE DEHYDROGENASE 6 FAMILY MEMBER A1	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
ALDH6A1	ALDEHYDE DEHYDROGENASE 6 FAMILY MEMBER A1	HumanProteinAtlas	ENZYME
EIF4E	EUKARYOTIC TRANSLATION INITIATION FACTOR 4E	HingoraniCasas	DRUGGABLE GENOME
SUMO3	SMALL UBIQUITIN-LIKE MODIFIER 3	Pharos	ENZYME
TAS1R2	TASTE 1 RECEPTOR MEMBER 2	dGene,HopkinsGroom,GuideToPharmacology,GO	G PROTEIN COUPLED RECEPTOR
TAS1R2	TASTE 1 RECEPTOR MEMBER 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
MS4A3	MEMBRANE SPANNING 4-DOMAINS A3	Pharos	KINASE
MS4A3	MEMBRANE SPANNING 4-DOMAINS A3	GO	TUMOR SUPPRESSOR
UBE2C	UBIQUITIN CONJUGATING ENZYME E2 C	Pharos	ENZYME
RPS3A	RIBOSOMAL PROTEIN S3A	Pharos	TRANSCRIPTION FACTOR
VMO1	VITELLINE MEMBRANE OUTER LAYER 1 HOMOLOG	HingoraniCasas	DRUGGABLE GENOME
PSPH	PHOSPHOSERINE PHOSPHATASE	Pharos,HumanProteinAtlas	ENZYME
PTGER4	PROSTAGLANDIN E RECEPTOR 4	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
PTGER4	PROSTAGLANDIN E RECEPTOR 4	GuideToPharmacology,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
PTGER4	PROSTAGLANDIN E RECEPTOR 4	Pharos	KINASE
PLAC1	PLACENTA SPECIFIC 1	HingoraniCasas	DRUGGABLE GENOME
UGT2B17	UDP GLUCURONOSYLTRANSFERASE FAMILY 2 MEMBER B17	HingoraniCasas	DRUGGABLE GENOME
UGT2B17	UDP GLUCURONOSYLTRANSFERASE FAMILY 2 MEMBER B17	Pharos	ENZYME
ATXN1L	ATAXIN 1 LIKE	CIViC	DRUG RESISTANCE
DIO3	IODOTHYRONINE DEIODINASE 3	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
DIO3	IODOTHYRONINE DEIODINASE 3	GuideToPharmacology,Pharos	ENZYME
CRYBA1	CRYSTALLIN BETA A1	Pharos	ENZYME
TRDV2	T CELL RECEPTOR DELTA VARIABLE 2	Pharos	KINASE
PDE1A	PHOSPHODIESTERASE 1A	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
PDE1A	PHOSPHODIESTERASE 1A	GuideToPharmacology	ENZYME
FBXL7	F-BOX AND LEUCINE RICH REPEAT PROTEIN 7	Pharos	KINASE
MAN2B1	MANNOSIDASE ALPHA CLASS 2B MEMBER 1	HumanProteinAtlas,Pharos	ENZYME
MAN2B1	MANNOSIDASE ALPHA CLASS 2B MEMBER 1	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
OR6V1	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY V MEMBER 1	Pharos,HopkinsGroom,GO,dGene	G PROTEIN COUPLED RECEPTOR
OR6V1	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY V MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
GMPPA	GDP-MANNOSE PYROPHOSPHORYLASE A	Pharos	ENZYME
SDS	SERINE DEHYDRATASE	Pharos	ENZYME
ARID5A	AT-RICH INTERACTION DOMAIN 5A	GO	TRANSCRIPTION FACTOR BINDING
SLC9A2	SOLUTE CARRIER FAMILY 9 MEMBER A2	GuideToPharmacology	TRANSPORTER
SLC9A2	SOLUTE CARRIER FAMILY 9 MEMBER A2	RussLampel,HopkinsGroom	DRUGGABLE GENOME
SLC9A2	SOLUTE CARRIER FAMILY 9 MEMBER A2	HopkinsGroom	EXCHANGER
DGKG	DIACYLGLYCEROL KINASE GAMMA	Pharos	ENZYME
DGKG	DIACYLGLYCEROL KINASE GAMMA	Pharos	KINASE
OR5AK3P	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY AK MEMBER 3 PSEUDOGENE	GO,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
OR5AK3P	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY AK MEMBER 3 PSEUDOGENE	RussLampel	DRUGGABLE GENOME
GPR88	G PROTEIN-COUPLED RECEPTOR 88	HumanProteinAtlas,IDG,GuideToPharmacology,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
GPR88	G PROTEIN-COUPLED RECEPTOR 88	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
OR6K6	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY K MEMBER 6	HopkinsGroom,dGene,GO,Pharos	G PROTEIN COUPLED RECEPTOR
OR6K6	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY K MEMBER 6	HopkinsGroom,RussLampel	DRUGGABLE GENOME
EFNA3	EPHRIN A3	Pharos	KINASE
FGFBP3	FIBROBLAST GROWTH FACTOR BINDING PROTEIN 3	HingoraniCasas	DRUGGABLE GENOME
TLX2	T-CELL LEUKEMIA HOMEOBOX 2	Pharos	TRANSCRIPTION FACTOR
ERCC6	ERCC EXCISION REPAIR 6, CHROMATIN REMODELING FACTOR	Tempus	CLINICALLY ACTIONABLE
PLPPR4	PHOSPHOLIPID PHOSPHATASE RELATED 4	Pharos	ENZYME
ZRSR2	ZINC FINGER CCCH-TYPE, RNA BINDING MOTIF AND SERINE/ARGININE RICH 2	FoundationOneGenes,Tempus,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
TAF5	TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 5	Pharos	TRANSCRIPTION FACTOR
PPP6C	PROTEIN PHOSPHATASE 6 CATALYTIC SUBUNIT	Tempus	CLINICALLY ACTIONABLE
PPP6C	PROTEIN PHOSPHATASE 6 CATALYTIC SUBUNIT	Pharos	KINASE
FOXN1	FORKHEAD BOX N1	Pharos	TRANSCRIPTION FACTOR
FOXN1	FORKHEAD BOX N1	Pharos	KINASE
IRF2BP1	INTERFERON REGULATORY FACTOR 2 BINDING PROTEIN 1	GO	TRANSCRIPTION FACTOR BINDING
HTR2C	5-HYDROXYTRYPTAMINE RECEPTOR 2C	GuideToPharmacology,GO,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
HTR2C	5-HYDROXYTRYPTAMINE RECEPTOR 2C	GO	DRUG RESISTANCE
HTR2C	5-HYDROXYTRYPTAMINE RECEPTOR 2C	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
HTR2C	5-HYDROXYTRYPTAMINE RECEPTOR 2C	Pharos	KINASE
HTRA2	HTRA SERINE PEPTIDASE 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
HTRA2	HTRA SERINE PEPTIDASE 2	HopkinsGroom,dGene,GO	PROTEASE
HTRA2	HTRA SERINE PEPTIDASE 2	Pharos	KINASE
HTRA2	HTRA SERINE PEPTIDASE 2	HumanProteinAtlas	ENZYME
TAS2R45	TASTE 2 RECEPTOR MEMBER 45	GO,dGene	G PROTEIN COUPLED RECEPTOR
SIAH2	SIAH E3 UBIQUITIN PROTEIN LIGASE 2	Pharos	ENZYME
MUC7	MUCIN 7, SECRETED	HingoraniCasas	DRUGGABLE GENOME
SLC7A10	SOLUTE CARRIER FAMILY 7 MEMBER 10	GuideToPharmacology,Pharos	TRANSPORTER
SLC7A10	SOLUTE CARRIER FAMILY 7 MEMBER 10	RussLampel	DRUGGABLE GENOME
MDM2	MDM2 PROTO-ONCOGENE	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
MDM2	MDM2 PROTO-ONCOGENE	GO	DRUG RESISTANCE
MDM2	MDM2 PROTO-ONCOGENE	Oncomine,CarisMolecularIntelligence,FoundationOneGenes,Tempus,MskImpact	CLINICALLY ACTIONABLE
MDM2	MDM2 PROTO-ONCOGENE	HumanProteinAtlas,GuideToPharmacology	ENZYME
OR52N1	OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY N MEMBER 1	dGene,Pharos,GO	G PROTEIN COUPLED RECEPTOR
OR52N1	OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY N MEMBER 1	RussLampel	DRUGGABLE GENOME
SRP19	SIGNAL RECOGNITION PARTICLE 19	GO	DRUG RESISTANCE
SPR	SEPIAPTERIN REDUCTASE	HumanProteinAtlas,GuideToPharmacology	ENZYME
SPR	SEPIAPTERIN REDUCTASE	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
SPR	SEPIAPTERIN REDUCTASE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
SMOX	SPERMINE OXIDASE	RussLampel,HopkinsGroom	DRUGGABLE GENOME
SMOX	SPERMINE OXIDASE	Pharos	ENZYME
SETDB2	SET DOMAIN BIFURCATED 2	GuideToPharmacology	ENZYME
SETDB2	SET DOMAIN BIFURCATED 2	BaderLabGenes	METHYL TRANSFERASE
ADD3	ADDUCIN 3	Pharos	KINASE
ATE1	ARGINYLTRANSFERASE 1	Pharos	ENZYME
DMP1	DENTIN MATRIX ACIDIC PHOSPHOPROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
RORC	RAR RELATED ORPHAN RECEPTOR C	GuideToPharmacology,Pharos,BaderLabGenes,dGene,HopkinsGroom,GO	NUCLEAR HORMONE RECEPTOR
RORC	RAR RELATED ORPHAN RECEPTOR C	Pharos	TRANSCRIPTION FACTOR
RORC	RAR RELATED ORPHAN RECEPTOR C	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
MESP1	MESODERM POSTERIOR BHLH TRANSCRIPTION FACTOR 1	Pharos	TRANSCRIPTION FACTOR
USP17L17	UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 17	Pharos	ENZYME
EED	EMBRYONIC ECTODERM DEVELOPMENT	FoundationOneGenes,MskImpact	CLINICALLY ACTIONABLE
EED	EMBRYONIC ECTODERM DEVELOPMENT	GuideToPharmacology	ENZYME
PARP11	POLY(ADP-RIBOSE) POLYMERASE FAMILY MEMBER 11	HopkinsGroom	DRUGGABLE GENOME
MFSD2B	MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 2B	GO,GuideToPharmacology,Pharos	TRANSPORTER
TMPRSS12	TRANSMEMBRANE PROTEASE, SERINE 12	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TMPRSS12	TRANSMEMBRANE PROTEASE, SERINE 12	HopkinsGroom,dGene	PROTEASE
CUL1	CULLIN 1	Pharos	ENZYME
CYLD	CYLD LYSINE 63 DEUBIQUITINASE	CarisMolecularIntelligence,Tempus	CLINICALLY ACTIONABLE
CYLD	CYLD LYSINE 63 DEUBIQUITINASE	HumanProteinAtlas,Pharos	ENZYME
CYLD	CYLD LYSINE 63 DEUBIQUITINASE	Pharos	KINASE
CYLD	CYLD LYSINE 63 DEUBIQUITINASE	dGene	PROTEASE
DHRS4L2	DEHYDROGENASE/REDUCTASE 4 LIKE 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
DHRS4L2	DEHYDROGENASE/REDUCTASE 4 LIKE 2	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
IFI27	INTERFERON ALPHA INDUCIBLE PROTEIN 27	Pharos	NUCLEAR HORMONE RECEPTOR
APEX1	APURINIC/APYRIMIDINIC ENDODEOXYRIBONUCLEASE 1	GO	TRANSCRIPTION FACTOR COMPLEX
APEX1	APURINIC/APYRIMIDINIC ENDODEOXYRIBONUCLEASE 1	GO	DRUG RESISTANCE
APEX1	APURINIC/APYRIMIDINIC ENDODEOXYRIBONUCLEASE 1	GO	DNA REPAIR
APEX1	APURINIC/APYRIMIDINIC ENDODEOXYRIBONUCLEASE 1	HingoraniCasas,RussLampel	DRUGGABLE GENOME
IGFALS	INSULIN LIKE GROWTH FACTOR BINDING PROTEIN ACID LABILE SUBUNIT	HingoraniCasas	DRUGGABLE GENOME
OR10A2	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY A MEMBER 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR10A2	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY A MEMBER 2	HopkinsGroom,Pharos,GO,dGene	G PROTEIN COUPLED RECEPTOR
NOTCH2	NOTCH 2	CarisMolecularIntelligence,Oncomine,MskImpact,Tempus,FoundationOneGenes	CLINICALLY ACTIONABLE
NOTCH2	NOTCH 2	GO	CELL SURFACE
NOTCH2	NOTCH 2	HingoraniCasas	DRUGGABLE GENOME
TAP2	TRANSPORTER 2, ATP BINDING CASSETTE SUBFAMILY B MEMBER	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TAP2	TRANSPORTER 2, ATP BINDING CASSETTE SUBFAMILY B MEMBER	HopkinsGroom,GO	ABC TRANSPORTER
TAP2	TRANSPORTER 2, ATP BINDING CASSETTE SUBFAMILY B MEMBER	HumanProteinAtlas,Pharos,GuideToPharmacology	TRANSPORTER
TAP2	TRANSPORTER 2, ATP BINDING CASSETTE SUBFAMILY B MEMBER	Tempus	CLINICALLY ACTIONABLE
KEL	KELL BLOOD GROUP, METALLO-ENDOPEPTIDASE	RussLampel,HingoraniCasas	DRUGGABLE GENOME
KEL	KELL BLOOD GROUP, METALLO-ENDOPEPTIDASE	dGene	PROTEASE
KEL	KELL BLOOD GROUP, METALLO-ENDOPEPTIDASE	Pharos	ENZYME
KEL	KELL BLOOD GROUP, METALLO-ENDOPEPTIDASE	FoundationOneGenes,Tempus	CLINICALLY ACTIONABLE
COX8A	CYTOCHROME C OXIDASE SUBUNIT 8A	Pharos	ENZYME
SMPD3	SPHINGOMYELIN PHOSPHODIESTERASE 3	RussLampel	DRUGGABLE GENOME
SMPD3	SPHINGOMYELIN PHOSPHODIESTERASE 3	GO	PHOSPHOLIPASE
SMPD3	SPHINGOMYELIN PHOSPHODIESTERASE 3	GuideToPharmacology	ENZYME
IGHV3OR16-13	IMMUNOGLOBULIN HEAVY VARIABLE 3/OR16-13 (NON-FUNCTIONAL)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
NSFL1C	NSFL1 COFACTOR	Pharos	KINASE
DEFA4	DEFENSIN ALPHA 4	HingoraniCasas	DRUGGABLE GENOME
AKT2	AKT SERINE/THREONINE KINASE 2	Pharos	TRANSPORTER
AKT2	AKT SERINE/THREONINE KINASE 2	Pharos,dGene,HopkinsGroom	KINASE
AKT2	AKT SERINE/THREONINE KINASE 2	Pharos	TRANSCRIPTION FACTOR
AKT2	AKT SERINE/THREONINE KINASE 2	CarisMolecularIntelligence,FoundationOneGenes,Tempus,MskImpact,Oncomine	CLINICALLY ACTIONABLE
AKT2	AKT SERINE/THREONINE KINASE 2	GuideToPharmacology,HumanProteinAtlas	ENZYME
AKT2	AKT SERINE/THREONINE KINASE 2	GO,dGene	SERINE THREONINE KINASE
AKT2	AKT SERINE/THREONINE KINASE 2	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
UVRAG	UV RADIATION RESISTANCE ASSOCIATED	Pharos	KINASE
UVRAG	UV RADIATION RESISTANCE ASSOCIATED	GO	DNA REPAIR
SLC35A4	SOLUTE CARRIER FAMILY 35 MEMBER A4	Pharos,GuideToPharmacology	TRANSPORTER
MSTN	MYOSTATIN	GO	GROWTH FACTOR
MSTN	MYOSTATIN	HingoraniCasas	DRUGGABLE GENOME
MSTN	MYOSTATIN	Pharos	TRANSCRIPTION FACTOR
CCL26	C-C MOTIF CHEMOKINE LIGAND 26	HingoraniCasas	DRUGGABLE GENOME
CHRM1	CHOLINERGIC RECEPTOR MUSCARINIC 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CHRM1	CHOLINERGIC RECEPTOR MUSCARINIC 1	HopkinsGroom,GO,dGene,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
TJP1	TIGHT JUNCTION PROTEIN 1	Pharos	KINASE
TJP1	TIGHT JUNCTION PROTEIN 1	Pharos	TRANSCRIPTION FACTOR
COL24A1	COLLAGEN TYPE XXIV ALPHA 1 CHAIN	HingoraniCasas	DRUGGABLE GENOME
MDFI	MYOD FAMILY INHIBITOR	Pharos	TRANSCRIPTION FACTOR
MDFI	MYOD FAMILY INHIBITOR	GO	TRANSCRIPTION FACTOR BINDING
HIST1H3D	HISTONE CLUSTER 1 H3 FAMILY MEMBER D	HingoraniCasas	DRUGGABLE GENOME
GORAB	GOLGIN, RAB6 INTERACTING	Pharos	KINASE
MADCAM1	MUCOSAL VASCULAR ADDRESSIN CELL ADHESION MOLECULE 1	HingoraniCasas	DRUGGABLE GENOME
PLAA	PHOSPHOLIPASE A2 ACTIVATING PROTEIN	HingoraniCasas	DRUGGABLE GENOME
AACS	ACETOACETYL-COA SYNTHETASE	GO	DRUG RESISTANCE
PKNOX1	PBX/KNOTTED 1 HOMEOBOX 1	GO	TRANSCRIPTION FACTOR COMPLEX
OSMR	ONCOSTATIN M RECEPTOR	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
SSX2	SSX FAMILY MEMBER 2	FoundationOneGenes	CLINICALLY ACTIONABLE
RCAN2	REGULATOR OF CALCINEURIN 2	Pharos	TRANSCRIPTION FACTOR
OTUB1	OTU DEUBIQUITINASE, UBIQUITIN ALDEHYDE BINDING 1	dGene	PROTEASE
OTUB1	OTU DEUBIQUITINASE, UBIQUITIN ALDEHYDE BINDING 1	GO	DNA REPAIR
HOXB4	HOMEOBOX B4	Pharos	TRANSCRIPTION FACTOR
ENDOG	ENDONUCLEASE G	RussLampel,HopkinsGroom	DRUGGABLE GENOME
OR5H1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY H MEMBER 1	GO,HopkinsGroom,dGene,Pharos	G PROTEIN COUPLED RECEPTOR
OR5H1	OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY H MEMBER 1	HopkinsGroom	DRUGGABLE GENOME
IL1RAPL2	INTERLEUKIN 1 RECEPTOR ACCESSORY PROTEIN LIKE 2	Pharos	KINASE
IL1RAPL2	INTERLEUKIN 1 RECEPTOR ACCESSORY PROTEIN LIKE 2	HingoraniCasas	DRUGGABLE GENOME
BMP8B	BONE MORPHOGENETIC PROTEIN 8B	GO	GROWTH FACTOR
BMP8B	BONE MORPHOGENETIC PROTEIN 8B	Pharos	TRANSCRIPTION FACTOR
BMP8B	BONE MORPHOGENETIC PROTEIN 8B	HingoraniCasas	DRUGGABLE GENOME
TBX5	T-BOX 5	Pharos	TRANSCRIPTION FACTOR
TBX5	T-BOX 5	GO	TRANSCRIPTION FACTOR BINDING
CYP4B1	CYTOCHROME P450 FAMILY 4 SUBFAMILY B MEMBER 1	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
CYP4B1	CYTOCHROME P450 FAMILY 4 SUBFAMILY B MEMBER 1	GuideToPharmacology,Pharos	ENZYME
CYP4B1	CYTOCHROME P450 FAMILY 4 SUBFAMILY B MEMBER 1	HopkinsGroom	CYTOCHROME P450
BCL2L11	BCL2 LIKE 11	Pharos	TRANSCRIPTION FACTOR
BCL2L11	BCL2 LIKE 11	Tempus,MskImpact,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
BCL2L11	BCL2 LIKE 11	CIViC	DRUG RESISTANCE
RDH5	RETINOL DEHYDROGENASE 5	RussLampel,HopkinsGroom	DRUGGABLE GENOME
RDH5	RETINOL DEHYDROGENASE 5	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
RDH5	RETINOL DEHYDROGENASE 5	HumanProteinAtlas,Pharos	ENZYME
CTSC	CATHEPSIN C	HumanProteinAtlas,Pharos,GuideToPharmacology	ENZYME
CTSC	CATHEPSIN C	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
CTSC	CATHEPSIN C	HopkinsGroom,dGene	PROTEASE
CDK13	CYCLIN DEPENDENT KINASE 13	HumanProteinAtlas,GuideToPharmacology	ENZYME
CDK13	CYCLIN DEPENDENT KINASE 13	HopkinsGroom,dGene,Pharos,IDG	KINASE
CDK13	CYCLIN DEPENDENT KINASE 13	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CDK13	CYCLIN DEPENDENT KINASE 13	dGene	SERINE THREONINE KINASE
OR56A4	OLFACTORY RECEPTOR FAMILY 56 SUBFAMILY A MEMBER 4	HopkinsGroom,RussLampel	DRUGGABLE GENOME
OR56A4	OLFACTORY RECEPTOR FAMILY 56 SUBFAMILY A MEMBER 4	HopkinsGroom,dGene,GO,Pharos	G PROTEIN COUPLED RECEPTOR
PELI1	PELLINO E3 UBIQUITIN PROTEIN LIGASE 1	Pharos	KINASE
CHST14	CARBOHYDRATE SULFOTRANSFERASE 14	HumanProteinAtlas	ENZYME
ERP29	ENDOPLASMIC RETICULUM PROTEIN 29	HingoraniCasas	DRUGGABLE GENOME
ERP29	ENDOPLASMIC RETICULUM PROTEIN 29	GO	CELL SURFACE
RSPH3	RADIAL SPOKE HEAD 3 HOMOLOG	Pharos	KINASE
NIPAL1	NIPA LIKE DOMAIN CONTAINING 1	GuideToPharmacology,Pharos	TRANSPORTER
NDUFS2	NADH:UBIQUINONE OXIDOREDUCTASE CORE SUBUNIT S2	Pharos,HumanProteinAtlas	ENZYME
MOB3C	MOB KINASE ACTIVATOR 3C	Pharos	KINASE
HMCES	5-HYDROXYMETHYLCYTOSINE (HMC) BINDING, ES CELL-SPECIFIC	GO	PROTEASE
BTNL9	BUTYROPHILIN LIKE 9	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
BTNL9	BUTYROPHILIN LIKE 9	HopkinsGroom	B30_2 SPRY DOMAIN
BTNL9	BUTYROPHILIN LIKE 9	HopkinsGroom	DRUGGABLE GENOME
RAB38	RAB38, MEMBER RAS ONCOGENE FAMILY	Pharos	ENZYME
RAD9B	RAD9 CHECKPOINT CLAMP COMPONENT B	GO	DNA REPAIR
